REFCODES,HOMO-LUMO GAP,SMILES
KUZJAR,2.4172,Fc1c(F)c(C=O)c(F)c(F)c1C=O
KUZJEV,2.6882,CCN(CC)c1ccc(cc1)C1CC(=NN1c1ccc(cc1)C#N)c1ccc(cc1)C#N
KUZMOI,2.3866,CC(C)C1N(C(=O)OC1(c1ccccc1)c1ccccc1)C(=O)C(C)C(O)C(C)CO
KUZNAV,2.4503,CC(C)(C)C(=O)C1=C(OC(OC1=O)=C(C(=O)C(C)(C)C)C(=O)C(C)(C)C)C(C)(C)C
LABRIQ,2.2629,Fc1nc(F)c(F)c(C#Cc2ccc(cc2)C#Cc2c(F)c(F)nc(F)c2F)c1F
LABYUJ,1.9119,Fc1c(F)c(F)c(C#Cc2ccncc2)c(F)c1F
LACTOZ,3.335,Fc1nc(F)c(F)c(C#Cc2ccccc2)c1F
LACVAM,2.5042,CON=[N+]([O-])NC1CCCCC1
LAHBEC,2.3995,COC(COCc1ccccc1)CC1OC2C(OCOC2C(=O)C1(C)C)C(=O)OC
LAHBOM,3.8158,CC1(C)CC(C)(c2ccc(O)cc2)c2ccccc2O1
LAHBUS,2.9809,CCOC(=O)C12C(=O)OC(C)C(C)OC(=O)C3(C(=O)OCC)C45C6=C7C8=C9C%10=C%11C%12=C%13C%14=C%10C%10=C%15C%16=C%14C%14=C%17C%18=C%19C(=C%13%14)C%13=C%12C%12=C%14C%20=C%13C%19=C%13C%19=C%20C%20=C%21C%22=C%19C%191C%13=C%18C1=C%17C%16=C%13C%15=C(C6=C9%10)C4=C4C%13=C1C2%19C4=C%22C35C%21=C7C(=C%14%20)C8=C%11%12
LAJKOX,3.5971,COc1ccc(CC2N(CCc3cc(OC)c(OC)cc23)C(C)c2ccccc2)cc1
LAJNER,3.5684,COc1ccc(CC2(C#N)N(CCc3cc(OC)c(OC)cc23)C(C)c2ccccc2)cc1
LAKJUD,3.9375,COc1ccc(CC2(C#N)N(CCc3cc(OC)c(OC)cc23)C(C)c2ccccc2)cc1OC
LAKRAR,1.3638,COc1cc2CCN(C(C)c3ccccc3)C(C#N)c2cc1OC
LAKTUO,3.4939,O=C1CCC(=O)N1CNc1ccccn1
LAKVIE,3.7461,Fc1ccc(cc1)C1CC(=NN1c1nc(cc(n1)c1ccc(F)cc1)c1ccc(F)cc1)c1ccc(F)cc1
LAKVOK,3.795,O=C1C2CCN(CC2)C1=Cc1cccc(c1)N(=O)=O
LAKVUQ,3.6646,CCC(CO)Nc1nc(NCc2cccc(O)c2)c2N=CN(C(C)C)c2n1
LALBAD,3.3446,CCCCCCCCOc1cc(C#Cc2ccc3C(=O)N(C4CCCCC4)C(=O)c3c2)c(OCCCCCCCC)cc1C#Cc1ccc2C(=O)N(C3CCCCC3)C(=O)c2c1
LAPXAD,2.0136,COc1ccc(cc1)C1=NN(c2ccccc2)C(=C1)N1CCCCC1
LAVTOS,1.688,COc1ccc(cc1)C1=CC(=NN1c1ccccc1)N1CCCCC1
LAWZAL,3.3662,CN(C)C(=[N+](C)C)C([O-])=C(c1ccccc1)c1ccccc1
LAXWAJ,1.6218,COc1ccc(cc1OC)C(=O)NC1=CC(=O)CCC1
LAYDAR,3.0484,Cc1c(C)c2OC(=O)CCc2cc1O
LAYDEV,2.7723,COc1c2ccccc2c(OC)c2ccccc12
LEBFII,1.7445,Clc1cccc(c1)C1=CC(=O)C=CC1=O
LEBWIZ,2.5065,Clc1ccc(cc1)C1=CC(=O)C=CC1=O
LEDXID,3.7512,Clc1ccc(cc1Cl)C1=CC(=O)C=CC1=O
LEGGUA,2.1376,Clc1ccc(cc1)C1=C(Cl)C(=O)C=C(Cl)C1=O
LEJDAH,1.6899,CC(=O)OC1CC2C(OC(C)(C)N2C(=O)OC(C)(C)C)C(OC(C)=O)C1OC(C)=O
LEJDEL,3.4326,COC1(OC)N(CC2=CCCc3ccccc23)C(=O)C1(OC)OC
LEJDIP,3.3596,COCC(N=C(N1C=CC(=O)CC1C#Cc1ccccc1)c1ccccc1)C(C)C
LEJDOV,1.7467,C=CC1CN2C(COC2=O)C2(C1)OCCO2
LEMGAM,4.6465,CC1CC(C)c2c1c(C=O)cc1CCN(C(=O)OC(C)(C)C)c21
LEMKAQ,3.5017,COc1ccc(cc1)C1=COc2cc3OC(C)(C)C=Cc3c(O)c2C1=O
LENCIR,2.8488,O=C1Oc2ccc3ccc4ccc5ccccc5c4c3c2C=C1
LENTEE,4.7337,CC(C(C)c1ccccc1O)c1ccccc1O
LEPDUG,2.9671,OC1CC(O)(C=C1)C#Cc1ccccc1
LEPLEY,2.6131,CCOC(=O)C1=[N+]([O-])OC2C=C(CC12)C#Cc1ccccc1
LEQLEZ,2.5509,COC(=O)C(C(C)c1ccccc1)C(O)c1ccccc1
LESVEL,3.704,Brc1cccc2c1CC1=C2c2c(Br)cccc2C1c1ccccc1Br
LETPEG,3.6282,O=C(CC1CCC2(CC1)OOC1(CCCCC1)OO2)N1CCOCC1
LETPIK,3.0105,O=C(CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3)N1CCOCC1
LETWAJ,4.4267,CCOC(=O)C1=C(N(N=N1)C1OC(C2COC(C)(C)O2)C2OC(C)(C)OC12)C(=O)OCC
LETWEO,2.3308,CC(CO)NC(=O)c1ccccc1C(=O)NC(C)CO
LEVSOV,3.9475,Fc1c(F)c(F)c(C#CC2=CC=C(S2)C#Cc2c(F)c(F)c(F)c(F)c2F)c(F)c1F
LEVSUB,3.9435,CC1=C(CCC2=C(C)CCCC2(C)C)C(C)(C)CCC1
LEZSIT,4.2039,OCC1(O)OC(OC(C2CCCCC2)C1O)C1CCCCC1
LICKIS,3.4292,CC1=C2C(O)C3(O)CCC4C(C)(C)CCCC4(C)C3C(O)C2OC1=O
LIDHOW,2.3332,COC(=O)C1=C(C(C)C2(CCC=C2)C1=O)c1c(OC)cc(OC)cc1OC
LIDREW,4.6505,COC(=O)C1=C(C(C)C2(CCCC2)C1=O)c1c(OC)cc(OC)cc1OC
LIHHIU,5.4031,COc1ccc2C(=O)CC(c3ccccc3)c2c1
LIHLOE,3.9037,COc1cc(cc(OC)c1OC)C1=Cc2ccccc2C(=O)O1
LIHVAA,2.6103,OC(=O)CC1CCC2=CC(=O)CCC2C1
LIHVEE,2.721,CC1=C2C(O)C3(O)CCC4C(C)(C)CCCC4(C)C3C(O)C2OC1=O
LIJGER,3.1208,COC(=O)c1ccc2nc(C3CCCCC3)c(c3ccccc3)c(N3CCOC3=O)c2c1
LIJJEU,2.5345,CC(=O)N1CC(CN1C(C)=O)(N(=O)=O)N(=O)=O
LIJMEX,2.9228,O=C1N=C2N(C=Nc3ccccc23)N=C1CCc1ccccc1
LIJTUU,3.9204,C1=CN(C=C1)N1C=CC=C1
LIKLEX,3.0251,Ic1ccccc1c1ccc(cc1)c1ccccc1I
LILLEY,2.0231,COC(C1CC(CC1C=C1CCCCC1)(C(=O)OC)C(=O)OC)c1ccccc1
LIQWOY,2.7234,CCOC(=O)C1=CCC(c2ccccc2)C(C#N)(C#N)C1c1ccccc1
LISVIT,4.865,CCOC(=O)C1=CCC(C#N)(C#N)C(C1)C1=Cc2ccccc2N1C
LITBIA,3.771,CCOC(=O)C1=CCC2C(C1)C1=C(C2=O)c2ccccc2N1C
LITLAC,4.3943,CN(C)C(=O)ON=C1CCc2ccc(CCC(C=C1)=CC#N)cc2
LITMAD,3.9273,CC12CCC3(O)CC1CCC1C4CCC(=O)C4(C)C4(CC231)OCCO4
LITMEH,2.4434,CC12CCC(=O)CC1CCC1C3CCC(=O)C3(C)C3(CC21)OCCO3
LITMIL,2.9829,CC1=CCCC2(C)OC2C2OC(=O)C(CNC3CCCc4ccccc34)C2CC1
LITMUX,2.8885,CC1CC(=CC(C)C1C(O)=O)c1ccc(cc1)C(C)(C)C
LITQIP,3.7075,COc1ccc(cc1)C1NC(=O)CC1O
LITQOV,3.6399,CCOc1cccc(C=NC2CCCCC2N=Cc2cccc(OCC)c2O)c1O
LIVXAQ,3.9664,CC(C)(C)OC(=O)NC(c1ccccc1)C(C)(C(=O)OC(C)(C)C)N(=O)=O
LIVYIZ,3.6415,Brc1cccc(n1)c1cccc(n1)c1c2ccccc2cc2ccccc12
LIWFIH,3.8333,CCc1ccc(cc1)N=Nc1ccc(O)cc1
LIXCUR01,2.6064,COCCN1C(=O)c2ccccc2C1=O
LIZWIB,3.2065,Clc1ccc(Cl)c2COCc12
LOBLEV,2.9903,Clc1ccc(cc1)C#Cc1ccc(Cl)cc1
LOBWEF,2.0367,CC(C)C12OC1C1OC31C1(C)CCC4=C(COC4=O)C1CC1OC31C2O
LOBXOQ,2.7699,CC(=O)N1C(c2ccccc2)C(=O)N(C1=O)C(C)(C)C
LOCBEM,3.0725,CC(CN=Cc1ccccc1O)(CN=Cc1ccccc1O)CN=Cc1ccccc1O
LOCPUQ,3.0455,FC(F)(F)c1cccc2cnccc12
LOCQEA,4.0967,CC(=O)N1CCC2(CC=C)c3ccccc3CCC12C#N
LODBOW,4.0505,C1C2CC3CC1CC(C2)C1=C2C4CC5CC(C4)CC(C5)C2=C(C31)c1ccccc1
LODKEV,2.8367,COC1CC2CC3CC(C2)C2=C4C5CC6CC(C5)CC(C6)C4=C(c4ccccc4)C12C3
LOFWOU,3.2477,CCCC1=CC2=CN(C3CC(O)C(CO)O3)C(=O)N=C2O1
LOGLUP,4.2006,CC(C)(CN=Cc1ccc(cc1)N(=O)=O)CN=Cc1ccc(cc1)N(=O)=O
LOGPAZ,2.9077,CC(=NNC(=O)NN=CC1=CNc2ccccc12)c1ccccc1O
LOGPUT,3.0403,Cc1ccc(Nc2cnccn2)cc1
LOGYUC,2.7963,O=C1CCC2(Cc3ccccc3)C(=O)CCC2=C1
LOHNUS,2.5833,Brc1cccc2cccc(c3cncc4ccccc34)c12
LOHSOR,2.6106,CN1OC(=O)Cc2ccccc2c2ccccc2CC1=O
LOJDIY,2.7823,C1CN=C(N1)c1ccccn1
LOJMED,2.7769,CC1(C)c2ccccc2c2cc3c(cc12)c1cc2c(cc1C3(F)F)c1ccccc1C2(C)C
LOPDAX,3.744,Clc1cc2nc(c3ccccn3)c(nc2cc1Cl)c1ccccn1
LOQBID,4.0103,COC(=O)C1CC23CC(O)(O1)C(=O)C=C2c1ccc(O)cc1O3
LORPUE,2.7954,COc1ccc(cc1)C(O)CC(=O)C(C)C1CCOC(O1)c1ccc(OC)cc1
LOVMEQ,3.196,COC(=O)C1(O)OC2C(CC1C)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O
LOYFEM,4.7106,COC1CC2C3(C)CCC4C(C)(C)CCCC4(C)C3CC(O)C2(C)C2=COC=C12
LUDJIE,2.4452,CC1(C)CCCC2(C)C1CCC1(C)C3CC=C(C=O)C(C=O)C3(C)C(O)CC21
LUDNEE,3.6005,C1COCCOc2ccccc2c2ccc(cc2)c2ccccc2OCCOCCO1
LUDPEG,4.4278,C1COCCOc2ccccc2c2ccccc2c2ccccc2OCCOCCO1
LUDWOX,4.5419,COCC1C(OCc2ccc(OC)cc2)C2C(CC=CC2=O)C2OC12
LUDWUD,3.1092,Nc1cc(Cl)c(O)c(Cl)c1
LUFFIC,3.1565,OCCC1C=CC2CCCC(=O)N3CCC1C23
LUFGEZ,3.5477,CC(C)(C)OC(=O)N1c2ccccc2C2=C1C1C(CCC(=O)N1CC2)CC(O)=O
LUHLIK,2.9542,CC(c1ccccc1)C1(O)N(C)C(=O)c2ccccc12
LUKXOG,4.6587,COC1OC2(CC2CO)C(OCc2ccccc2)C2OC(C)(OC)C(C)(OC)OC12
LULLUZ,4.3835,COc1ccc2CCN3C(C(Cc4ccccc34)C(=O)N3CCOC3=O)c2c1
LUMJAF,3.5147,OC12C3C4CC5CC(C4)CC3(C5)CN1C(=O)c1ccccc21
LUMKAG,3.5872,COC(=O)CC1(NC(N)=O)OC(C2COC(C)(C)O2)C2OC(C)(C)OC12
LUPNEQ,4.5069,Fc1cc(C#C)c(F)cc1C#C
LUQLIT,2.742,Fc1c(F)c(F)c(c(F)c1F)c1ccccn1
LUQSEW,3.5083,Fc1cc(F)c(c(F)c1)c1ccccn1
LUQVOJ,4.5059,CCCCCCN1C(=CC=C1C1=C([O-])C(C1=O)=C1C=CC(=[N+]1CCCCCC)C=NN(c1ccccc1)c1ccccc1)C=NN(c1ccccc1)c1ccccc1
LURNER,3.1535,C=CCCCCN1C(=CC=C1C1=C([O-])C(C1=O)=C1C=CC(=[N+]1CCCCC=C)C=NN(c1ccccc1)c1ccccc1)C=NN(c1ccccc1)c1ccccc1
LURSAS,4.1544,COc1ccc2c(CCC3C4CCC(=O)C4(CC=C23)C(=O)OC(C)(C)C)c1
LURSEW,4.0595,CC1(C)CC2(c3ccccc3c3ccccc23)c2c(Br)c3c(cc12)C(C)(C)CC13c2ccccc2c2ccccc12
LUSCUY,1.0707,COC(=O)C12CCCC=C1CN1CCc3cc(OC)c(OC)cc3C21
LUSDAF,1.0738,CN1C(=O)C(=O)c2c(Cl)c(ccc12)N(=O)=O
LUSGAI,3.1259,CC(=O)C1=C(CC2=C(C=C(O2)c2ccccc2)C(C)=O)OC(=C1)c1ccccc1
LUTMIX,1.8897,O=C1OC(=O)C23C4c5ccccc5C(c5ccccc45)C12C1c2ccccc2C3c2ccccc12
LUTZAB,3.808,COc1ccc(OC)c2C3c4ccccc4C(c12)C12C4c5ccccc5C(c5ccccc45)C31C(=O)OC2=O
LUVRAW,1.4105,Cc1ccc(C)c2C3c4ccccc4C(c12)C12C4c5ccccc5C(c5ccccc45)C31C(=O)OC2=O
LUVSUQ,2.8123,Brc1ccc(Br)c2C3c4ccccc4C(c12)C12C4c5ccccc5C(c5ccccc45)C31C(=O)OC2=O
LUXKIZ,3.645,C1CCCC2=C(CC1)N=NN2C#Cc1ccccc1
LUXKOF,2.9622,CC(=O)OCC1=CC#CC#CC=C(COC(C)=O)C#CC#CC(=CC#CC#CC=C(COC(C)=O)C#CC#C1)COC(C)=O
LUXKUL,3.5876,CC1=CC2=C(C=O)C(=O)C(C)(O)C(O)C2=CO1
LUXLEW,3.5412,CC(=O)ON=C1OC2(CCCCC2)C=C1
LUXQIF,3.2465,CCOC(=O)C1=NN(CC#C)C(=C1)c1ccccc1
MABYAR,1.4181,CC(C)NC(NC(C)C)=NC#N
MACLAE01,2.0092,S=C1Sc2ccccc2C=C1
MADMEL,3.4945,COC(=O)C1(C)C2OC3(C=C2)C2C(C)C(=O)CC(N2C(=O)C13)C1=CC=CO1
MAFMAJ,3.8601,COc1cc2N3C4C5C(CC3=O)OCC=C3CN6CCC4(C6CC53)c2cc1OC
MAFZUP,4.5514,c1ccc(cc1)C#CC1(c2ccccc2c2ccccc12)C(=C=C1c2ccccc2c2ccccc12)c1ccccc1
MAJJOX,1.8172,Fc1c(F)c(F)c2c3SC=Cc3c3C=CSc3c2c1F
MAJQOF,3.5247,S1C=Cc2c1c1ccccc1c1SC=Cc21
MAJRIZ,3.1811,Fc1c(F)c(F)c2c3ccccc3c3ccccc3c2c1F
MAJVIE,2.9226,Clc1ccc2Nc3cc4C(=O)c5cc(Cl)ccc5Nc4cc3C(=O)c2c1
MAKQIZ,3.1612,CN1N=Cc2c(O)c(Br)cc(Br)c12
MAKQUL,3.1647,CCC(O)(CC)C(C(O)c1ccccc1)c1ccccc1
MAKRAS,3.3544,CC(=O)OC1CC2OC(COCc3ccccc3)C(OCc3ccccc3)C(OCc3ccccc3)C2N(CC1OC(C)=O)C(C)=O
MAMGUD,2.6031,CC(=O)C1=C2C(=O)CCC3(C)C(=O)OCC23OC(=C1)C1=COC=C1
MANBEK,2.6772,CC(C)C(CO)NC(=O)c1ccc(cc1)C(=O)C1C2CCC1c1ccccc21
MANGAK,4.1275,CC(NC(=O)c1ccc(cc1)C(=O)C1C2CCC1c1ccccc21)C1CCCCC1
MANJER,3.8347,CC(NC(=O)c1ccc(cc1)C(=O)CC12CC3CC(CC(C3)C1)C2)c1ccccc1
MATNEB,2.1989,CCC(NC(=O)c1ccc(cc1)C(=O)CC12CC3CC(CC(C3)C1)C2)c1ccccc1
MAXMAA,2.6725,CC1C(CC2CC1C2(C)C)OC(=O)c1ccc(cc1)C(=O)CC12CC3CC(CC(C3)C1)C2
MAXMEE,2.6681,FC(F)(F)c1ccc(cc1)C1=NC=C(S1)C1=CN=C(S1)c1ccc(cc1)C(F)(F)F
MAXMUU,2.6663,O=C(ON=C1CCCCC1)C1=CC=CO1
MAXNAB,2.6648,OC(=O)c1cccc(Cl)c1
MAXNIJ,2.5653,FC(F)(F)c1ccc(c(c1)c1cc(ccc1C(F)(F)F)C(F)(F)F)C(F)(F)F
MAYJEC,2.1561,Cc1ccc(cc1)C(Br)C(Br)C(=O)c1ccc(C)cc1
MAYTAI,3.7692,Oc1ccc2c(F)c(F)c(F)c(F)c2c1c1c(O)ccc2c(F)c(F)c(F)c(F)c12
MCBZAC02,3.7507,OC(=O)C#Cc1ccc(Cl)cc1Cl
MEBBOL01,4.1868,OC(=O)C#Cc1ccccc1I
MECHAL,2.0311,OC(=O)C#Cc1cccc(Br)c1
MECXUN,4.3139,ClC1=C(N(C=N1)c1ccccc1)c1ccccc1
MEKKET,3.2137,COc1cccc(C2=Nc3ccccc3N2)c1OCc1ccccc1
MEKLAX,3.5682,Oc1ccccc1C1=NN(C(C1)c1ccccc1)C(=O)c1cccnc1
MEKMAR,2.5644,O=C(Nc1ccccc1)Nc1cccnc1
MEKNEW,3.3276,CC(C)C(NC(C)=O)C(=O)N1CC(=C)CC1(C)C(=O)NCc1ccccc1
MELCOW,3.3416,Oc1ccc(cc1F)N(=O)=O
MENJUL,3.1307,Oc1c(F)cc(cc1F)N(=O)=O
MENRAZ,2.7121,Oc1ccccc1c1ccc(Cl)cc1
MEPXEK01,3.6491,COc1c2OCOc2ccc1C1COc2cc(O)cc(O)c2C1=O
MEQSAD,4.0842,CC1=C(C)C2(O)OC(C)(C)C=CC2=CC1=O
MESBUI,3.0909,COc1ccc(cc1)C1=COc2cc3OC(C)(C)C=Cc3c(OC)c2C1=O
MESCAP,0.3019,O=N(=O)C=C1N(Cc2ccccc2)C2C(N(Cc3ccccc3)C3C(N(CN3Cc3ccccc3)Cc3ccccc3)N2Cc2ccccc2)N1Cc1ccccc1
MEZNIO,2.075,NC1=NC(=Nc2ccccc2)c2cc(C#N)c(cc12)C#N
MICDUY,2.8136,Fc1cc(Br)c(C#N)c(Br)c1
MICKUF,2.4338,COc1cc2cc(cnc2cc1OC)C1OCCO1
MIDXUS01,2.7478,O=C(NC(c1ccccn1)(c1ccccn1)c1ccccn1)c1cc(cc(c1)N(=O)=O)N(=O)=O
MIFREY,2.966,Cc1ccc(N)c(c1)N1C=CC=N1
MIFSOJ,1.9416,CC(=O)Nc1cccc2C(=O)C(=C(C)C(=O)c12)C
MIFXEE,3.9283,OOC1(c2ccccc2)c2ccccc2C(c2ccccc2)(c2ccccc2)C2=Nc3ccccc3c3ccccc3N=C12
MIGSAX,3.2738,CC1(Cc2ccc(CC3(C)c4ccccc4c4ccccc34)cc2)c2ccccc2c2ccccc12
MIGXUW,2.0748,Fc1c(F)c(F)c2cc3ccccc3cc2c1F
MIHXOR,3.231,Cc1cc(OC(=O)c2ccc(cc2)N(=O)=O)cc2CCC(C)(C)Oc12
MIJBUD,1.8325,CC1=NN(C(C(C2=CCC=C2)c2ccccc2)N2N=C(C)C=C2C)C(=C1)C
MIJDUF,2.5095,CC(C)C1=C2C3CC4OC(O)(CC4=C)C3(CCC2(C)CC1)CC=Cc1ccccc1
MIJVUX,3.5464,Fc1ccc(cc1F)C1=Nc2ccccc2N1
MIKGOD,2.2558,CC(C)c1cccc(C(C)C)c1C(=O)C(=O)c1c(cccc1C(C)C)C(C)C
MILWUA,1.5315,CCCC1C(C(O)CC2CCC(=O)N12)N(=O)=O
MIMFIY,3.6791,COC(=O)C(CC=C)(NC(=O)OC(C)(C)C)C(O)C(NC(=O)OC(C)(C)C)C(C)C
MINCOC,3.5087,CC(O)C(CO)N(Cc1ccccc1)Cc1ccccc1
MINHOI,3.098,Cc1cc(C)cc(c1)c1c2ccccc2c(c2cc(C)cc(C)c2)c2c(c3ccc(cc3)C(F)(F)F)c3ccccc3c(c3ccc(cc3)C(F)(F)F)c12
MIPCEU,1.8319,FC(F)(F)c1ccc(cc1)c1c2ccccc2c(c2ccc(cc2)C(F)(F)F)c2c(c3ccccc3)c3ccccc3c(c3ccccc3)c12
MIPLON,2.377,Cc1ccc(cc1)C(=O)NCCN(CCNC(=O)c1ccc(C)cc1)CCNC(=O)c1ccc(C)cc1
MIQRIO,4.549,c1ccc2nc3c4ccccc4c4ccccc4c3nc2c1
MISNEI,3.7505,CC1(C)CC2CC(=O)OC2C2OC12
MIVDOM,2.8312,CC1(C)CC2(C)CC(=O)OC2C2OC12
MIVDUS,2.2821,Oc1c(Cl)cc(Cl)cc1C=O
MIVNUA,3.261,Clc1ccc2NC(=Cc2c1)C1=Cc2cc(Cl)ccc2N1
MIVRUE,2.5102,Nc1cccc(c1)N(=O)=O
MIWQEP,5.2374,COC(=O)c1c2ccccc2cc2ccccc12
MIWQIT,5.1743,O=C1Sc2ccccc2C=C1
MIXYEY,2.5371,COc1ccc(C=CC(=O)C2=CC=CO2)cc1OC
MIZCOP,2.5066,CC=C(C)C(=O)OC1CC2C(CC=C3CC(O)CCC23C)C2(O)CCC(C(C)=O)C12C
MNIANL11,1.9631,COc1ccc(O)c(c1)C(C)=NCCCN=C(C)c1cc(OC)ccc1O
MOCANT02,2.2402,OC(=O)C1C2CCC(CC2)C1C(=O)c1ccccc1
MOCTIH01,2.8551,COc1cccc(C=NOCCON=Cc2ccc(C=NOCCON=Cc3cccc(OC)c3O)c(O)c2O)c1O
MODMOI,2.2567,[C-]#[N+]c1c2CCc3cccc(CCc4cccc(CCc5cccc(CCc1ccc2)c5[N+]#[C-])c4[N+]#[C-])c3[N+]#[C-]
MODWEI,3.2863,Fc1ccc2C(=O)C(Nc2c1)=C1Nc2cc(F)ccc2C1=O
MODYEK,2.4307,FC(F)(F)c1ccc2C(=O)C(Nc2c1)=C1Nc2cc(ccc2C1=O)C(F)(F)F
MODZAH,3.0777,Fc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(F)cc2C1=O
MOFJIB,2.1482,Clc1ccc2NC(C(=O)c2c1)=C1Nc2ccc(Cl)cc2C1=O
MOFLEZ,3.7607,Fc1cc2NC(C(=O)c2cc1F)=C1Nc2cc(F)c(F)cc2C1=O
MOGROR,1.3805,Fc1ccc(cc1)C1=NN(c2ccccc2)C(=C1)c1ccc(F)cc1
MOGRUX,3.0566,OC(=O)C1CCC2CC(=O)CCC2C1
MOGSAE,1.1527,CC(C)=CCC1CC2C(=O)C=C(O)C(C2=O)C1(C)C
MOGSEI,1.1775,CN1C=CN=C1C(=O)Nc1ccccc1O
MOGSIM,1.2739,CC(C)(C)c1cc(C=Nc2cccc(c2)C(O)=O)c(O)c(c1)C(C)(C)C
MOJBEU,1.8226,CC1(C)OC2COC3(CN(C4c5ccccc5c5ccccc45)C(=O)CO3)C(=O)C2O1
MOLKUU,3.8115,COC(=O)C1CCC1(C)C(=O)N(C(C)C)C(C)C
MOLRIO,3.1002,CC1CC1C(=O)N(C1CCCCC1)C1CCCCC1
MONPEL,3.0768,CC1=CCC2C(=O)C3C(C)(C4C(=O)C5CC=C(C)CC5(C)C(=O)C34C)C(=O)C2(C)C1
MOPNAH03,2.4908,N1C2=CC=C1C(=C1C=CC(=N1)C(=C1NC(=C(c3ccccc3)C3=NC(=C2)C=C3)C=C1)c1ccccc1)c1ccccc1
MOPPUD,3.2666,CN(C(=O)c1ccccc1Nc1ccccc1)c1ccccc1
MORPUE,4.7068,Nc1ccccc1NC(=O)c1ccccc1Nc1ccccc1
MORQAL,4.8344,Oc1c(Cl)cc(Cl)c2cccnc12
MOSBEC,2.9618,COC(=O)CN1c2ccccc2c2ccccc12
MOSQEQ,1.777,CCOC(=O)c1cc(cc(c1)N(=O)=O)C(O)=O
MOSVIA,2.5651,CN(c1ccccc1)c1ncccc1C(O)=O
MOSVOG,2.5675,N#CC1(OC(OC1c1ccc2OCOc2c1)c1ccccc1)C#N
MOSXUO,2.5705,COc1ccc(cc1)C1OC(c2ccc3OCOc3c2)C(O1)(C#N)C#N
MOSYID,3.2566,CN1C(OC(C#N)(C#N)C1c1ccccc1)c1ccc(cc1)N(=O)=O
MOTCEE,3.1025,CC(C)=CCOc1ccccc1C(=O)c1ccccc1
MOTNUF,2.7536,CC(NC(=O)c1ccc2ccccc2c1c1c(ccc2ccccc12)C(O)=O)c1ccccc1
MOVFUZ,3.3445,CCOC(=O)C1=C(NC(=O)N=C1C(=NO)N(=O)=O)c1ccccc1
MOVGOU,3.336,COC(=O)C(C)(Nc1ccccc1OC)C1OC(=O)C=C1
MOVHIP,2.7634,COC1CC2C3CCC(C(C)COC(C)=O)C3(C)CCC2C2(C)CCC3CC123
MOVJOX,2.9015,Cc1ccc2ccc(C)nc2n1
MOVROF,2.6181,O=C(Nc1ccccc1N(=O)=O)c1ccccc1
MOVTAS,2.6668,N(C1C2N(C(Nc3ccccc3)C(N1c1ccccc1)N2c1ccccc1)c1ccccc1)c1ccccc1
MOWSAT,2.0456,CCOC12CC(C)(c3ccc(C)cc3O1)c1ccc(C)cc1O2
MOZLIX,4.872,N#CC1(OC(OC1c1ccc2OCOc2c1)c1ccccc1)C#N
MOZZOR,3.0638,CC1CC(=O)N(Cc2ccccc2)C(CO)CC2=C1Nc1ccccc21
MUBHEX,2.4291,CC1CCCC2(C)OC(CCC(=O)OCC(C)(O)C1=O)C2=O
MUBMEC,3.2751,NC(c1ccccc1)=C(N1c2ccccc2c2ccccc12)c1ccccc1
MUCHOI,3.7351,Cc1c(C)c(N)c(C)c(C)c1N
MUCKOL,3.2104,CC1(O)C[N+](=C(N)C2(CCCCC2)C1)[O-]
MUDCIY,3.6356,CCOC(=O)C1(NC(=O)NC1=O)c1ccccc1
MUDGAU,3.7306,CC(C)=C1CC=CC2CCC(CO)(CO)CC12
MUDSUA,2.4597,OCc1cc(Oc2ccccc2)cc(CO)c1O
MUDYIU,3.4862,C1C2CC2(CN1Cc1ccccc1)N(Cc1ccccc1)Cc1ccccc1
MUDZIV,3.4133,C1CN(Cc2ccccc2)CC2(CC12)N(Cc1ccccc1)Cc1ccccc1
MUFLOP,4.2851,COc1ccc(c2ccccc2c2ccccc2)c2c1CCC1=C2c2c(CC1)ccc1C(=O)C(=CC(=O)c21)C
MUFNUX,4.5547,OCc1ccccc1C1=NC2C(Cc3ccccc23)O1
MUGNIL,3.6164,CCCC(CC=C)OC1OC(C)C2OC(C)(C)OC2C1OC1OC2COC(OC2C(O)C1O)c1ccc(OC)cc1
MUGXAN,3.557,FC(F)(F)c1ccc(cc1)c1c2ccccc2c(c2ccc(cc2)C(F)(F)F)c2cc3cc4SC(=S)Sc4cc3cc12
MUGXER,3.5677,CCC1=C(CC)C(NC1=O)=CC1=C(CC)C(=C(N1)C=C1N=C(OC)C(=C1CC)CC)CC
MUHDAV,1.4839,FC(F)(F)c1ccc(cc1)c1c2ccccc2c(c2ccc(cc2)C(F)(F)F)c2cc3cc4SC(=O)Sc4cc3cc12
MUJFON,3.2612,COc1ccc(cc1)C=NN(C#N)c1nc(C)cc(C)n1
MUJJUX,4.2523,O=N(=O)C1=NN(CN(CN2N=NC(=N2)N(=O)=O)CN2N=NC(=N2)N(=O)=O)N=N1
MUJSER,3.5972,COc1ccc2C3CC(CC(=O)C3)Cc2n1
MUJSIU,1.4683,CCOc1cc(nc2ccccc12)C(=O)NC
MUJSIV,2.3384,NC(=O)c1cc(Oc2ccccc2)c2ccccc2n1[O]
